"","Time1","Time2","Time3","Time4","Time5","Time6","Time7","Time8","Time9","Time10","Time11","Time12","Time13","Time14","Time15","Time16","Time17","Time18","Time19","Time20","Time21","Time22","Time23","Time24","Time25","Time26","Time27","Time28","Time29","Time30","Time31","Time32","Time33","Time34","Time35","Time36","Time37","Time38","Time39","Time40","Time41","Time42","Time43","Time44","Time45","Time46","Time47","Time48","Time49","Time50","Time51","Time52","Time53","Time54","Time55","Time56","Time57","Time58","Time59","Time60","Time61","Time62","Time63","Time64","Time65","Time66","Time67","Time68","Time69","Time70","Time71","Time72","Time73","Time74","Time75","Time76","Time77","Time78","Time79","Time80","Time81","Time82","Time83","Time84","Time85","Time86","Time87","Time88","Time89","Time90","Time91","Time92","Time93","Time94","Time95","Time96","Time97","Time98","Time99","Time100"
"189","NaN","NaN","59.2857","45.5652","47.5833","47.2069","49.2174","44.3333","42.2","52.2","58.8485","58.2333","62.3478","73","59.6667","56.5714","49.9231","45.8","47.0769","45.4615","52.9","43.7931","43.6522","41.9231","52.6875","47.4286","48.8182","50","54.5","50.5","50.625","49.5714","51.5333","52.3333","55.6667","56","48.2","56.1","58.9","54.2308","62.7","59.5217","64.0588","62.2667","68.9167","51.5","51.6667","49.1","50.4545","NaN","53.5","49.2308","51.8148","50.9333","69","NaN","60.3846","52.5","54.2857","56","50.5556","51.7143","53","53.6667","52.9444","55.1111","56.4545","51.75","51.8333","NaN","54.875","56.6667","55.6667","58.2778","59.4286","55.6667","56.1429","55.8235","56","57.6667","59.7857","61.7857","63.3913","63.9565","63.2857","61.75","57.75","55.6667","57.4286","57.3333","53.6087","57","60.9167","56.8333","57.2","58.25","55.1538","56.48","56.6667","56.2"
"190","NaN","NaN","NaN","44.6538","42.2667","40.75","43.3333","45.5","47","54.3333","57.5625","53.7","55.2941","63.087","48.3182","49.5","52","49.0833","52.1111","51.4783","48.0769","40.25","43.2353","44.2","49.84","45.6","51.5556","50.375","52","54.1","49.68","45.2857","48","50.5","50.25","46.6923","45.3333","49.44","63.9474","57.1111","60","67.8","73.8333","66.0833","70","53.3333","NaN","56","49.5263","49.7812","47.037","46.4762","51.8","50.7143","59.9143","67.5","57.0556","52.36","51","51.3529","50.6842","50.5652","50.7778","53.5833","51.6","53.15","55.75","54.3333","53","52.5","52.95","55","57.3333","56.7333","57.5238","58.2857","54.4167","55.7391","56.9091","57.7273","58.6154","59.2778","63.3478","64.5652","64.5","58","60.4444","58.4286","57.3333","55.5455","NaN","56.4","60.3043","58.2143","59","57.4583","53.3333","60","55.9032","55.3889"
"191","NaN","59.3333","63","61.3333","37.0833","42.4643","44.65","48.8571","46.75","48.1667","43.3939","42.8158","47.037","49.4375","44.4286","46.8571","48.0952","50.5714","54.6","56","49","NaN","NaN","42.7273","48.2727","46.2727","51","56","52.55","52.9565","49.1429","49.9474","47.5","52.6875","46.75","NaN","45.5","45","63.7778","55.5","60.5333","66","69.125","68.5263","64.8333","56.6875","59.8571","52.4667","49.8235","48.5294","47.5","47.4167","53","50.3333","56.3333","58.3438","52.8125","51","50.5294","50.1429","49.5556","49.9286","50.1429","50.5294","49.9167","50.3333","53.1111","51.25","50","50","51.5385","54.1818","54.25","53.0455","56.8929","57.8824","53.7647","55.5833","55.25","56.8889","58.3125","60.6667","63.3043","63.2","63.3478","61.1111","60.3333","59.3","56.2","57.2174","NaN","53.1667","59.0667","56","57.0833","56.6","55.5","57.6538","53.1429","54.1364"
"192","NaN","56.8214","59","54.3333","45.55","46.9","47.2667","49.75","43.5","39","38.8333","40.8889","42.4643","46.25","41.8333","46.75","47.1667","52.375","48.3077","45.4545","40.8182","42.25","40.3333","42","44","47","52.4167","51.9091","52.7143","54","56","53","48.125","46.6154","47.0833","49.0625","NaN","45.1667","55.25","60.1765","61","71.0909","72.6667","63.8571","63","58.7083","57.3462","51.3333","47.6667","46","47.5","45.0769","52.75","51.6667","54.5","51.9444","51.8125","51.6071","51.0556","50.6923","50","51.4737","50.6","49.24","49.1786","51.8846","54","50.8571","48.5","49.9286","51.619","50.5","53.75","53.8333","56.2","55.0769","56.0769","56.75","55","57.8421","56.1111","60.8","60","63.5","59.3333","61.3077","58.7143","59.75","55.4167","55","52.2857","51.5","59.8889","55.6364","53.2857","53.5","56.25","58.25","55","54.6667"
"193","31.6","47.2083","52.6957","49.8636","45.913","41.05","38.56","41.16","37.0417","38.1333","39","40.4783","38.6667","38.5909","40.0833","46.4286","48.2","47.0714","43","40.5652","39.2778","37.6","39.2667","40.5","40.1053","44.7857","49.6667","51.2353","57.4583","55.44","53.7","51.25","44.8571","43.2857","41","49.0625","50.35","50.6667","56.3","60.6667","56","70.6667","64.5","61.6154","58.7059","61.1538","63","54.2222","50.1739","48.913","47.7857","50.0556","52.3333","52","51.5333","49.5909","47.5","51.8","48.4091","51.2174","53.5","48","54.5","51","51.7778","55.2","54.1481","52.3913","50.6875","50.6923","51.1667","51.4","50","54","55.5833","54.2222","52.5833","54.6667","55.8667","57.5","58.75","57.85","60","58.1579","60.6296","60.087","59.1304","56.7778","57.3333","53.5882","51.6667","NaN","58.8182","53.3889","50.25","48.9333","53.04","59.25","55.5294","54.75"
"194","36.2703","34.6842","36.7692","42.6923","38.4286","38.8519","41.6","38.7778","37.7727","35.7857","34.5161","35.7222","34.8077","34.2","37.25","40.5333","43.7","43.5","40.2727","39.6154","36.9167","33.1818","35.3125","36.9","41.6667","44.5714","47.5714","53.4783","52.5","54.5333","49.9412","45.1154","40.6923","39.4167","40","46.4375","50.1667","50.0323","52.5","60.125","60.6","69.3846","54.125","58.3125","58","58.6923","57.5","52.15","46.7222","44.6","49.25","51.1875","52.3478","52.625","51","50.125","51.2174","50","49.1667","49.5","50.6786","52.9259","56.5714","54.2857","54.4667","54.7857","54.3333","49.1429","50.6923","52.087","51.0952","53.1429","54.1852","54.5385","51","52.6667","53","54.7273","54.9167","58","60.2","55.5","62.4444","58.6667","59.9167","60.7826","57.7391","56.4211","54.2308","54.5","52.25","51.6667","54.4167","53.5625","49.55","49.64","52.6667","56.1765","54.5833","55.3182"
"195","29.875","33.9375","36.9444","41.8947","38","35","40.8261","38.0357","34.2857","34","32.4783","32.1667","32.75","32.8125","35","38","42.1667","39","35.8667","37.1667","31","32.9333","36.2857","37","38","41","43.75","55.3333","49.5","50","45.5714","42.6957","37.8571","40.95","40.2083","40.7241","45.1111","47.5556","47.5357","51.913","61.6875","59.3125","49.5882","57.3846","49.087","52.25","56.5385","49.5385","49.4","44.3889","49.5","57","51.6923","51.4737","50.2778","49","NaN","48.6","48.75","48.4","47.5","50.8571","52.4615","51.9167","53.4","56.7","56.0714","53.7143","51.8","49.4706","53","56.75","56","52.3333","54.1111","54.619","52.8421","54.0476","54.3","55.16","60.5","57","63.5","NaN","59.2857","60.6667","56.6667","53.6667","51.5","NaN","49.9286","49.5","39.2222","50.2692","48.5714","51","51.7333","56.3889","56.4783","55.8235"
"196","31.6364","35.4286","38.4231","36.6","42.8","38.6","42.28","40.1333","37.1538","35.963","35.6667","33","33.0714","33.8333","34.875","40.3793","44.5333","38.4","NaN","36.4545","33.95","35","36.7647","34.1429","37.1429","38.75","40.1429","48.4211","49.75","43.3929","41.3571","42.0588","38.8824","40.7619","36.4643","38.7778","40.8333","43.8571","43.35","44.4444","53","51.25","50.9","55.5385","45.4286","45.6667","51.6667","45.8571","48.7143","43.5","NaN","50.1111","51.1","48.6667","50.0667","48.75","50.4","43.75","47","47.2857","49.3333","49.75","50.6667","52.1818","56.5714","57.6667","55.5652","51.1429","51.9091","47","57.2727","61.3667","58.9091","52.2353","55.1333","53.7273","51.4","53.5556","50.6","52.8","54","56.8182","63.5","62.0588","63","59.5","58.1333","54.2727","51","50.8519","50.1176","48.3333","30.6","49.7273","48.4444","47.8","51.9","57.3","56.6667","52.3333"
"197","36.0645","43.0667","42.2174","41.6667","40.1765","41.7143","46.8333","40.1667","40","36.6667","34.3684","34.7059","35.129","35.8529","33.1739","35.1667","40.1667","37.8182","38","37.2353","38.4643","40.2903","38","38.3793","40.6923","42.8125","33.1429","40.9412","46.087","42.3462","42.1379","43","38.6923","37.55","32.8333","35.5926","40.1923","43.1429","40.2","40.3889","46.1389","44.6087","46.6818","45.5333","44.3571","45.8889","44.5652","43.7222","49.0417","47.4","46.9333","47.3","47.95","47.1923","48.0357","47.0588","45.5","45","47.75","48.619","49.1739","51.3929","50.44","52.2857","53.9545","60.65","56.3333","53.0833","53.8","52.7619","61","66.3333","62.4","54.8333","58.0769","NaN","53.2917","53.7","53.8387","53.5333","55.5455","57","60.8824","63.3182","61.2","59.4167","59.0833","53.25","53","51.5294","50.2174","45.5833","26.0833","50.2","50.0952","48.0526","49.5714","57.2","55.1667","54.64"
"198","32.7692","39.5","40.7308","45.4375","46.875","49.0769","41.1852","39.9231","39.4","38.48","37.5","38","35.6111","39.2105","35.8485","36.1935","40.1765","38","38.2","40.4","42.95","43.1333","44.6087","45","41.5","43.4167","30.4167","39.6667","43.2667","41.5","41.9286","41","36.6429","28.2","30.5556","33.25","34.9524","32.2222","38.3333","38.037","41.7647","40.6154","47.5","48.3333","42.0714","48.9259","44.5909","46.3214","47.9091","43.3182","45.16","45.08","43.7222","46.5","46.8","46.4348","45.3214","45.3913","47.3529","52.7143","54.3846","56.35","53.6786","57.4","59","60.4286","55.5833","55.6957","54.6364","53.9545","62.8824","64.3929","59.1739","57.5","53","50","52.75","52.0385","52.2857","52.25","49.1429","55.75","57.913","59.7333","58.5217","60.7619","57.0556","55.6667","56.5","53.913","49.7333","45.6786","26.75","49.0769","NaN","48.1333","50.3077","55.6667","53.5","52.1667"
"199","NaN","37.1429","36.6429","44.9583","45.2353","45","40.4286","38.1667","36.7143","39.875","40.625","36","36.6667","NaN","NaN","34.0435","36.4865","38.25","38.0385","39.6176","38.9091","39.5","41.2222","43","39.7778","41.7143","28.0769","35.3333","42.9615","41.7857","42.1765","40.4375","29.9375","NaN","NaN","NaN","NaN","21","32.9333","34.8","37.2857","38.75","40.3529","41.92","NaN","43","44.5238","45.3333","46.4762","46.5161","45.4103","48.7436","44.1786","44.7692","46.4444","47.2308","48.3571","49.7838","51.7568","55.3333","59.4286","57.8889","58.8333","56.7308","56.9091","59.8889","58.5769","55.3077","55.4667","58.3333","63.2143","64.4286","61.9286","56.2692","53.4286","51.7273","51.7619","53.6154","52.4783","51.3846","51","54.25","57.8462","60","59.0667","61.3636","60.1364","59.9545","58.5","54.3846","52.1667","45.913","25","50","47.1667","46.6667","48.4286","54.9167","52.7308","52.0385"
"200","NaN","NaN","37.7143","41.25","42.1875","45.303","40.325","38.5128","40.44","40.5714","38.1538","38","NaN","NaN","NaN","34","35","35.25","37.3714","34.25","NaN","NaN","NaN","NaN","NaN","36.1591","27.5789","30.5682","37.0968","41.1724","39.1724","38.96","34.75","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","41.5714","43.9412","45.4286","45.2941","48.7917","53.8125","50.25","44.4091","47.7872","46.4194","48","48.0968","48.0968","59.4419","64.2759","63.3","63.4348","57.8387","58.75","62.1489","60.4333","62.3","61.1136","64.0455","66.0256","66.1538","63.8621","61.5333","59.9744","55.2553","53.6809","52.5333","52.2069","46.6667","46.2778","53.2273","57.129","53.0345","57.7","58.6897","61.9655","57.0345","54.3103","53.871","51.7045","40.9032","NaN","46.5714","47.9574","48.3182","51.5319","55.5455","53.6129","53.7419"
"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","NaN","NaN","NaN","36","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","37.1667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","38","41.5","46","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"203","30","35","36","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","38","36.5","42.25","46.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","38.5","40","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","40.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","39.6667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"204","32.3333","35.25","35.3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","38","NaN","NaN","39","36.2","46","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","43","36.5","40.4118","38.4","NaN","NaN","NaN","NaN","NaN","NaN","37.3333","40.6667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","51","NaN","48.3333","NaN","NaN","47.6667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"205","33.75","36.375","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","43.6667","42.8333","NaN","NaN","NaN","NaN","35.6667","35","36.3333","NaN","NaN","36","41.875","45.4167","50.125","46.5","NaN","NaN","NaN","NaN","NaN","42","NaN","38.4","37","40.55","41","41.2857","38.0714","NaN","36","38.3333","41.6667","39.5455","40.6","38.25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","40","43","42.5","NaN","45","NaN","42","45.6875","46.4667","47.5789","46.75","52","51","51.8333","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","62","NaN","NaN","NaN","NaN","NaN","NaN"
"206","28.65","36.1111","32","36.2308","35.3333","39.6667","37.3333","38.6","40","45.4375","44.4333","42.4722","41.5385","NaN","NaN","NaN","36.96","36.0625","36.4667","37","NaN","35.6","40.5","45.8235","46.4","49.3333","52.3333","55","45.8667","44.5","41.25","44","43.6667","40","35","40.1379","39.5366","39.6111","39.75","36.8889","37.9231","39.7333","38.8095","36.75","39.6","40.129","38.1111","NaN","NaN","39.5","40.8333","39","39.1111","41.5","41.1667","42.3333","44.25","41.6667","46.3333","43.7778","42.3333","NaN","47","NaN","NaN","44.8182","44.9231","44","47.75","48.2857","44","48.2","49.6667","46","48.25","53.5","48.8","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","56.2","51.6667","51.3333","50.6667","51","57.25","NaN","NaN","61.1176","NaN","NaN","NaN","NaN","NaN","56.3333"
"207","NaN","33.7273","36.45","35.8421","37.2","36","38.4583","38.15","40.6471","43.7667","41.8235","38.1333","40.3947","NaN","NaN","37.0385","36.75","37.1667","37.5333","35.5676","34.8929","37.4286","40.2381","43","41.7941","42.7273","50.8889","48.6667","44.05","42.1935","40.16","38.8","39.5","38.3333","NaN","NaN","42.1","41.9697","41.1481","40.5556","40.3636","40.2174","40.1429","40.1034","40.5882","40.4286","40.2941","38.2917","37.6818","40","39.8667","41.3333","40.7778","42.7333","42.8824","42.75","44.6","45.2812","47.3571","43.7727","44.6667","44.5417","47.9091","45.8421","44.1111","46.8","47.4706","47.8333","NaN","NaN","NaN","51","49.4","52.5","52.0909","54.2857","52","53.1111","53.6","53.3333","54","56.5","57.0909","55","54.6667","54","56","53.2","52.4","53.25","54.5","52.6667","59","58.5","54.4583","52","51","54","53.5","59"
"208","NaN","NaN","NaN","37.5","41.8824","37.9677","36.5","40.5294","44.4375","45.4667","39.75","NaN","38.0833","40.0455","38","37.5926","37.9286","NaN","37.5333","36.2","36.4412","36.5926","40.44","41.56","38.4286","42.1429","48.4333","44.75","41.8571","41.8182","39.9688","41","39.1429","NaN","NaN","NaN","45","39","42.7857","43.2941","42.5714","43.8519","41.7333","40","42.9583","41.4074","39.5","40.4848","41","40.75","40","41.6471","39.8889","41.5","42.2308","44.3077","NaN","45.875","44.8","47.5","44.6","47.8","48.0323","49.3846","47.8333","46.1667","48.6","48.8788","46","NaN","49.6667","52","50","49.4","52.8667","55.1613","52.4706","54.3889","55.75","55.5455","55.9333","56.1818","57.5833","58.1429","54.5","53.4286","53.3077","54.3333","52","53.5625","52.2","56.44","57.4444","NaN","55.4231","54.7917","52.6667","56.0909","56.92","57.1429"
"209","NaN","33.3333","36.4","36.7857","NaN","45.9444","42","46.8519","44.2778","44","35.5","36.125","NaN","40.7143","39.6667","37.4","34","35.9524","37.0667","36.6364","33.5","NaN","38.7","39.7778","40","43","NaN","46.25","40.3889","42.5556","42.3571","40.1176","37.8333","39.3182","38.5","NaN","40.3846","44.5","44.7391","44.4444","47","46.4","43.4583","40.5333","NaN","45.75","40","39","40.8936","42.1364","44","44","40.0714","44.4","44.1","45.5","40","46.3636","46.1765","44.4","47.2105","46.6667","48.6","50.3","48.7333","47.6176","47.7059","46.1","49.6207","49.5417","51.037","51.8966","51.8","53.4","55.8667","59","54.4286","55","57.25","57.6667","55.4167","59.7742","60.2963","61.5","57.5312","56.7917","56.2","57","55.4615","56.2","56.931","58.5833","58.2692","62","56","56.2593","55.3714","59.4","58.6667","57.1667"
"210","27.8889","30.75","34.4667","39.0741","42","NaN","42.8","43.5","42.4286","37","38","37.1579","37.1875","38.9167","36.7273","38.7273","40","NaN","36.8889","36.5","NaN","36","41.2353","40.8947","39.48","41.5909","NaN","NaN","42.2667","45.375","42.7941","40.4062","40.7667","41","39.4737","NaN","NaN","44.25","44.0455","45.3846","NaN","NaN","46","42.5714","NaN","47.3889","43.4286","43","44.7407","44.0357","43.1923","39.25","40.875","42.45","44.2273","43.4348","44.64","44.0667","47.3333","46.125","49.3077","47.5714","49","48.3529","47.9231","47.875","49.1429","51","51.2","50.3824","51.5152","53.4815","54.4167","55.4667","55.0625","54.16","55.6552","57.2","57.2857","57.5833","59.7333","62.1111","59.8519","61.0606","60.6","59.6","57.4138","56.7308","59.0833","55.6154","58","58.25","62.6667","61.4667","58.4","58.75","57.4688","60.4444","60","58.0667"
"211","27.8571","30.1818","34.9667","39.8571","40.7917","42.6957","42.0833","38.8571","40","42.9","36.9688","40.7333","42.25","NaN","37.7143","38","37.1818","NaN","NaN","35.5714","39","37.5714","42.75","44","43.5","39.4","43.3333","43.8182","NaN","47.5","40.75","40","40.4348","43.2308","41.8182","NaN","NaN","NaN","44","50","NaN","NaN","NaN","44.2174","47","43","43.7895","44.7222","42.6667","42.9286","41.25","43.9231","NaN","44","43.4286","42.6667","46","44.4","45","NaN","48.4","46.75","44","NaN","48","48.1818","37","49.3077","49.875","50.9231","50.8462","53.7","55.56","54.4615","57.8571","55.2941","57.8","57.2143","55.2308","59.3889","59.9048","60.875","60.5","59.6471","61.1786","59.0625","59.0357","58.8","58.2647","58.7941","57.0556","59.7059","60.5185","62.8333","58.0556","57.963","60.2","60.2","59.8929","59.4118"
"212","30.0952","31.5625","34.5","39.4286","42.4545","43.7273","42","39","38.6364","39.8438","38.8","38.8333","41.5517","43.7143","NaN","42.4","40.25","37.4286","37.6667","36.2857","36.7059","38.3158","NaN","NaN","NaN","40","42.4167","42.6","42.2222","45","41.5","42.1667","41.4","45.7273","46.8788","41.6818","NaN","NaN","43","NaN","45","48","49.0769","44.8","46.5116","NaN","43","NaN","NaN","41.6667","44.8571","44.2353","43.2857","40","NaN","NaN","45.1176","46.0769","47.5","50","47","NaN","NaN","NaN","48.2222","47.0667","49.5556","47.6667","50.2","NaN","54","56.2143","57.3333","54.75","55.5","57.7143","57","54.5","56.8","57.9444","59","NaN","NaN","NaN","61.1667","61.3333","61.381","58.8462","60.1111","58.7826","58.2727","59.4706","59.6667","65.8667","59.0833","58","58.4167","59","61.125","59.5556"
"213","35.6667","32.4348","33","35","40","42.9062","43.2759","37.7222","39.3125","39.6667","35.2857","39.6286","41.375","43.3889","40.125","43.4286","44.2653","42.6585","42.2222","34.6667","35.1111","36.4667","43.0556","NaN","NaN","46.25","42.1333","40.8462","41.8421","NaN","NaN","39.2","43.875","48.7368","49.0625","45","40.5385","44.9167","42.6923","44.3684","46.3333","45.5","45.6176","45.5714","43.5833","46","NaN","NaN","NaN","50","44.5333","44.8","43.5789","44.76","42.4706","43.6667","47.3","44.8571","47.25","48.7353","47.8571","46.8333","51.0952","48.6316","47.625","47","NaN","51.75","NaN","NaN","51.5","52","NaN","NaN","NaN","NaN","56","NaN","NaN","51","NaN","NaN","61","NaN","NaN","NaN","NaN","57.7222","57.8889","58.25","58.3333","55","61.25","NaN","NaN","65","NaN","NaN","60.9286","NaN"
"214","33.0294","33.25","33","33.88","36.45","36.7857","39","35.25","36.5","NaN","34.8571","36.1429","39.5455","42.0833","40.25","43.9565","45.2","40.75","42.8235","35.6667","36.1667","36.8667","39.2667","NaN","39.5","41.5333","39.75","41.3333","42.8333","NaN","NaN","40.9583","44.16","46.65","49.4375","48.7647","43.9474","44.5263","41.7143","44.7","46.1389","44.3191","43.4545","47.1765","NaN","46.5","43.1765","44.45","42","41.15","44.9333","46.7333","46","46.2222","NaN","43.75","48.5455","48.9062","47.9231","50.6667","51.0385","50.1481","51.9167","52.4444","NaN","48","49.6667","50.5385","51.3333","49.9474","52.5714","NaN","NaN","58.0833","57.8","56.375","56.1667","56.6","NaN","NaN","60","56","59.8889","62.75","61.6667","NaN","NaN","NaN","57.4","59.4444","57.8","58","NaN","66.1724","63","NaN","NaN","NaN","68","57"
"215","30.3333","31.9231","NaN","35.3333","35.3333","36.3793","38.3548","39.4286","39.3","36","36","40.3333","39.6","41","43.1724","44.6667","40.381","38.5","41.1481","39.0909","36.5152","36.6","38","43.2273","40.8889","41.4667","44.5185","42.5769","NaN","NaN","41.2174","42.52","45.2941","48.2143","49.1765","48.9286","45","42.25","42","42.375","45.2","42.75","45","NaN","46","44.2308","42.8889","45.3889","43.5556","41.6","45.2667","47.5333","45.375","46","42","NaN","49","48.3333","50.8889","53.5882","52.9167","51.4667","52.8235","49.3793","48.4545","46.6667","52.9231","52","49.75","50.0435","51.75","54.9231","57.0312","56","56.7273","56.5526","56.5625","55.8857","57.6","57.4","58.3077","61.36","62.6562","62.7333","62.5122","61.9286","61.0909","54.5","55.7143","54","59.6154","60.5556","62","64.6667","61.1034","60.5","57.3333","61.4","64.4167","61.5417"
"216","32.25","32.5556","33.3","NaN","NaN","33.5","35","39.1667","39.3333","35.9032","37.6364","40.6667","41.5312","40.3333","38.8889","41.75","39.7692","38.9024","40","39.9714","40.6","37.7222","39","44.2222","44","43.4231","42.75","42.25","42.3333","45.1429","41.5333","47.8333","46","51.125","54.5","48","44","40.9","42.8667","41.75","44.5833","44.8333","44.2","46","44","43.3889","42.1667","42.3529","43.4375","42","45.4167","45.4118","44.8235","47.7812","43.9412","46.2778","46.3333","NaN","52.4286","53.6","54","53.4211","52.4167","51","49.1875","50.7812","53.6875","52.8333","48","49","50.25","54.2308","NaN","56","56","56.25","57.7727","57.4","56.9333","58.8235","58.4","61.24","63.6667","63.1429","63.4167","63.3333","62.25","59.125","54.9444","56.4348","58.56","58.3478","62.3333","64","60.8333","60.2667","59.2727","58.9333","59.8333","60.9167"
"217","34.1333","30","33.2","NaN","42","38","35.7","38.1667","38.7222","41.7778","36.9286","40.6667","43.6087","39.3864","39.7778","40.08","38.6552","41.6667","43.125","41.3571","40.6333","39.3333","40.4","41.5","40.6667","40.9444","41.7333","43.8333","39.6364","41.4286","42.6667","45.4615","44","49.75","56.5","53.7568","45.129","42","33.25","43.8571","45.1333","44.375","NaN","44.5","44.7","43.0741","43.1667","43.9259","45.3077","41.5238","44.55","43.2143","47.2273","51.2727","49.4211","46.2692","49","45","55","54.3636","57","52.8462","55.75","51","50.9444","51.8667","54.3462","53.3333","52.2","50.9231","NaN","59","56.5238","56.25","56.8333","56.35","56.6667","56.6522","56.6","59.4194","57.3333","60.5","64","62.9091","63.8519","63.75","63.5172","59.9444","57.5","55","NaN","59.6923","60.6471","66.4667","63.2414","59.5","60.3333","62.4167","61.1111","61.6"
"218","39","36.7","34.6429","37.7","NaN","40.8","36.6842","40.2333","41.1212","45.0909","NaN","NaN","NaN","42.8182","39.9286","42.5714","40","NaN","NaN","43.4","41.9091","42.2963","38.9333","40","44.3421","42.1667","40.5769","NaN","39.9231","40.2222","46.9118","42.8214","45.4375","57.6667","57.28","53.1538","48.5","NaN","42","41.9167","44.2","45.8","47.4286","44.3721","44.7353","46.0455","45.1304","45.0714","44.25","42.6923","44.3571","44.2143","48.8462","51.5833","53.4615","47.75","51.6471","50.963","52.1667","54","56.1538","55.3684","56.25","53.1333","53.5714","54.7188","55.25","54.0833","49.5","49.75","48","54.4667","56.5714","55.6071","57.2","55.6","59.6667","NaN","60.5","59.6111","58.8889","63.1304","61.1538","NaN","64.2727","64.0476","63","NaN","NaN","NaN","NaN","NaN","52","67.0741","67","63.4333","62.4074","62.7333","62.25","63.125"
"219","36.9615","36.5","34.2593","34.1176","35.6562","35.5714","40.3333","41.85","44.5385","41.1053","NaN","NaN","NaN","44.9091","43.3571","51.5","41.5714","NaN","46","52","47.4286","44.7778","40.4167","42.28","40.7619","40.3333","39.5","44","40.7222","41.8636","43.6429","46.5","46.6","61.5","54.8824","54.5714","47.7273","40.6","40.2857","NaN","41.6087","41.68","46","41","44.25","44.8","40.75","44","45.4","44.7143","48.5714","45.6667","49.5","56.6667","53.5","50.7059","54.8571","54","53","57.7273","61","59.8235","56.5833","53.55","53.7692","56.6364","57.4839","55.3333","52.3043","50.4444","51.069","56.4167","59.1538","61.5417","58.125","57.5714","56.5","59","56.9091","61.3","59.0909","62","62.5714","NaN","NaN","65","62.1429","60.0667","57.8421","57.3333","61.0476","60.2727","62.4167","66.6154","62.6429","61.4545","63.0909","63.75","62.9231","63.45"
