"","Time1","Time2","Time3","Time4","Time5","Time6","Time7","Time8","Time9","Time10","Time11","Time12","Time13","Time14","Time15","Time16","Time17","Time18","Time19","Time20","Time21","Time22","Time23","Time24","Time25","Time26","Time27","Time28","Time29","Time30","Time31","Time32","Time33","Time34","Time35","Time36","Time37","Time38","Time39","Time40","Time41","Time42","Time43","Time44","Time45","Time46","Time47","Time48","Time49","Time50","Time51","Time52","Time53","Time54","Time55","Time56","Time57","Time58","Time59","Time60","Time61","Time62","Time63","Time64","Time65","Time66","Time67","Time68","Time69","Time70","Time71","Time72","Time73","Time74","Time75","Time76","Time77","Time78","Time79","Time80","Time81","Time82","Time83","Time84","Time85","Time86","Time87","Time88","Time89","Time90","Time91","Time92","Time93","Time94","Time95","Time96","Time97","Time98","Time99","Time100"
"74","48.2941","49.2","33.6","30.4667","32.7333","46.625","41.8889","43.8824","44.6","44.5385","40.3333","47","51.8333","57","50.6","34.6316","36.7857","38.125","40.2222","44.3125","57.7647","59.6471","47.4706","36","40.1818","43.0769","55.5882","52.5455","37","34.8667","34.9231","32.9091","31.4615","43.3571","49.1","45.5","45.5833","50","41.5333","39.7059","34.5","39.6667","45.1333","54.1333","47.4167","40.8667","43.75","44.0625","51.5","49.0714","52.3333","52.4","56.6667","47.6667","52.9091","55.0769","57.4","57.3077","54.2727","49.6154","47.8","48.8462","58.7692","57.2143","45.4375","42.1333","56.8333","53.5","50.1333","49.4167","52.6154","59.3333","53.5","59.9167","55.8182","45.0833","41.3077","46.7857","45.3333","50.6667","51","46.6154","49","48.5","55","51.7692","47.375","46.8","48.9167","48.1","48.3529","46","49.3","49.6364","45.8235","41.0833","39.2","40.8667","42.1667","38.6667"
"75","44.7","53.9333","32.6","30.7692","32.4","36.7273","36.1333","37.9474","49","39.8889","43.8462","42.4167","44.8889","57.1333","54","46","38.6667","36.4545","33.7692","37.2","45.3333","55.6667","47.3846","40.3125","37.6875","46.7","53.2727","47.5","38.0714","35.2353","32.9231","34.5882","37.0625","39.2727","49.6471","57.1875","46.75","47.8571","45.5714","32.5","35.8462","35.4286","40.75","47.6154","51.1818","41.5","49.5882","48.8571","49.0556","46.5833","54.7143","54.2222","54.8824","53.6429","51.9231","51.1333","55","56.2143","57","51.7","51.7059","51.7857","53","57.0769","45.0833","42.1","54","52.8333","55.0833","40.25","48.0833","59.0833","57.2857","56.6","51.2308","45.8462","41.6","51","50.6","51.3846","54.5833","50.9","47.8","49.75","51.0667","48.4167","48.4","43.5455","49","46.1429","45.3333","47.3529","48.3333","50.0667","45.25","44.2857","40.7692","43.2857","41.0833","34.6"
"76","41.7895","55.5","35.4167","28.6364","34.2","34.9444","34.5833","39","45.25","41.4211","42.4737","40","39.1667","48.1176","52.4667","49.75","39.0833","34.9474","34.6154","40.1579","43.0769","51.8667","50.6","44.7692","40.25","51.0909","54.3636","53","38.8","31.2727","31.9333","32.9167","39.2857","40.7857","40.25","51.1818","49.25","44","45.9412","36.5882","32.9286","35.2","37.5","41.6923","46.1875","42.625","43.0769","49.1333","45.2308","47.6667","55.7692","50.1538","45.75","51","52.7059","50.3571","48.1333","46.7273","51","56.2667","52","51.25","52.1538","56.4","42.8182","44.8571","56.2667","56.4667","55.1333","44","45.8571","56.7692","60.3529","55.5","48.6667","46.1818","45.5833","53.8462","55.5385","52.7647","54.8667","48.9167","48.1818","49.1","48.3333","49.5","49","45.4615","44.1111","45.0588","43.3846","45.0833","46.5","51.5","44.5","45.6154","42.1333","42.5556","41.5","37.3077"
"77","29.9167","50.4706","36.7778","31.6667","31.4","33.25","37.6154","35.3333","37.0833","40.6","42.2353","40.2667","38.3333","48.5","56.1333","58.1667","39.3333","34.2727","35","42.1333","42.8333","42.0667","53.8421","48.6667","49.9444","47.9412","53.9091","53.6667","36.2","32.2143","30.2353","31.75","38.5385","39.5","38.75","48.625","41.2667","37.9286","43.6154","35.0667","32.4615","35.5294","39.9231","44.5455","45.5","39","38.4667","44.2308","48.0714","51.2143","51.8571","51.7692","46.1333","50.7692","48","43.8","42.1111","41.75","57.5385","50.6364","52","51.75","53.0714","57","46.8571","50.9231","60.6154","54.0833","49","40.4","43.4545","54.9091","58.3","54.3333","50.6","45.2667","46.8333","53.875","58.0625","54.1","52.6","50.8","51.0667","47.8462","50.4167","51.0833","51.8182","47.9333","40.4444","46.5","47.6429","44.6154","46.6429","50.8","44.6","44.4167","41.2222","43.6","43.0909","37"
"78","23.5882","42.2","48.9444","32.9333","32.2353","35.6923","36.9091","38.0556","35.85","46.4444","42.9333","38.4","38.3889","47.7692","52.3077","59.8462","46.2727","32.6154","35.2","38.4","34.8","42","42.3077","51.4706","54.0625","44.6667","52.25","54.2308","41.6667","34.8462","28.5833","30.8182","39.1","41.7619","44.1875","49.0769","35.2857","36.8667","41.3333","37.6","35.0625","36.4667","41.8333","43.7692","43","36.8","37.3077","43.0667","49.1538","52.9231","52","49.5333","54.5333","50.7059","49.5714","45.9231","42.2667","46.75","56.2857","56.8462","54.6","53.5385","52.4444","54.1667","49.5833","45.3846","54.6154","47.7143","42.4444","38.3","43.7143","58.5333","62","57.4","54.4545","47.6154","48.2667","50","58.8","56.1333","52.875","51.4167","51.0909","49.5","49.2308","50.5833","48.1538","47.9286","43.7692","45.9231","46.3077","45.4444","46.5","51.3333","47.2667","45.8182","41.4286","45.3077","45.0769","40.0909"
"79","20.25","48.0526","37.4167","34.6364","31.375","38.7857","39.7857","33.1667","35.0769","47.2667","43.0625","43.6818","42.6471","45.6111","45.7059","50.8571","58.1667","34.4167","32.7273","34.125","32.9091","42.4","40.5","38.6","44.8462","46.0833","45.4545","50.3333","42.125","32.3333","31","29.9286","41.1875","37.0833","48.4286","51.3158","36","36.2143","38.5882","39.65","37.6667","41.3125","49.7","46.5333","40.4167","35.125","35","45.2857","47.2727","51.8571","53","48.6923","51.3571","48.9333","50.1538","46.3333","42.7692","51.0833","58.2308","58.3158","51.0667","54.5","55.25","58.625","45.5833","43.5","51.0833","53.9333","40.3636","35.25","42.8462","55.8333","61.3846","56.7273","55.6154","50.25","45","42.2857","49.2857","51.4615","55.8667","49.75","49.5833","48.8182","49.7857","52.4167","47.5385","48.75","48.2143","46.2857","45.4615","50.3125","47.8889","51.1667","46.5","46.6154","43.5333","44.2308","45.2","43.25"
"80","21.7778","50.6154","42.2222","35.375","30","48.0667","36.0625","33.3636","36.6667","46","46.619","47.7692","45.7333","44.3333","38.3077","41.3077","48.8182","34.2353","32.375","32.3","31.5714","41.0556","40.9231","37.4","40.5385","48","51","45.5455","39.875","34.2667","31.0588","30.6875","38.2143","39.1875","48.8235","44","35.3333","41.9412","37.3077","39.3333","39.6667","40","47.1667","46.2941","40.9333","35.1667","35.0833","42.5","49.1053","47.3077","50.3333","47.2143","45.1818","49.9167","55.8824","49.6923","43.9091","52.8","58.3571","49.6923","56","55.0769","56.3333","55.9091","45","43.4615","50","53.2667","43.75","37.7333","44.4615","53.4667","60.3333","58.5333","55.1818","47.4444","45.1","39.2","48.125","48.8","53.2308","49.1667","49.5833","46.5","49.0833","52.75","49.7143","44.5","46.4286","44.3846","45.3","49.5833","47.7778","51.3333","47.75","43.7143","40.7857","43.8182","46.5","43.0909"
"81","23.4615","53.0833","48","42.3571","31.9231","40.625","37.5","34.0667","38.5333","41.8","48.5333","51.9412","48.6667","39.6429","40","43.8","52.3077","31.8333","35.25","34.1667","32.9333","36.6154","41.4","39.375","38.375","42.6923","50.8182","54.6667","40.5","35.7143","31.7778","34.1333","35.7368","49.6667","47.3077","40.8","37.4","43.1667","43.1053","39.0667","38.9167","40.3684","47.0625","45.8","43.5714","40.0714","37","45.6667","50.75","45.6429","48.3333","46.2","42.5714","48.1333","49.8889","46.8125","45","49.3571","53.7333","48.0909","55.375","56.3636","58.4615","55.3333","43.1818","42.3571","45","50.2727","43.8125","42.0833","46.0714","54.3333","59.75","56","55.7778","50.4167","44.4706","40.3333","50.9231","51.9167","50.625","48.375","50.5833","50.25","49.3636","53.6","48.75","44.4167","42.375","43.8333","45.2","48","50.1538","50.7143","47.0667","46.0769","39.5455","44.625","44.6","42.8462"
"82","28.1579","51.2","59.0588","36.5294","37.6316","38.5385","38.4118","33","37.4706","36.3333","45.1538","55.2632","57.3333","44.75","45.7059","45.6429","47.4667","34.1875","41","35","34.5238","42.3158","44.4167","48.4444","45.4667","38.1875","47.3077","48.1","38.2667","35.0833","31.4762","38","32.8333","48.6667","47.8824","41.9333","35.2","43.4615","43.7692","39.8667","38.7333","42.5714","45.9333","46.5263","39.6667","46","45","47.5556","54.8235","48.8889","52.2","49","40.4","46.0667","41","48.0833","46.3846","48.6154","48.0833","50.3636","57.375","53.1111","57.2727","53.6667","48.2308","45","45","43.1667","41","42.5833","47.5833","51.5833","57","55.8667","54.3571","52.4","44.7857","43.8125","51.8333","53.1538","51.9333","48.2353","50.5333","51","50.75","53","49.1111","44","40.9333","44.125","44.8462","46.75","52.4167","50.5","48.6429","42.5333","41.2143","43.6364","45.1538","45.0625"
"83","30.75","57.3333","56.6","33.3333","37.6667","37.5833","34.25","33","34","39.7273","43.4","50.7","50.5","52.0588","49.4","49","46.1765","41.1333","40.2353","34.7857","42.5","46.9333","50.9444","46.5","54.6111","38.5714","49.5","45.4","34.7143","37.75","35.3","39.6364","33.5","45.5333","47.3846","43.625","35.4","39.6364","44.25","45.6","39.75","44.2222","47.5294","44.2","40.2667","42.2353","45","50.5333","49.9231","48.4667","53.1429","46.0714","38.3889","43.3","47.1765","48.5385","47.2353","50.7647","47.8","46","51.3333","50.8","53.1538","53.3077","49.6471","47.3077","45.3636","40.7857","37.7857","39.1333","47.9333","52.2","54","52.3333","56.4615","54.5385","48.9167","49.0833","51.7857","55.3571","50.1818","50","50","50.7333","52.4","53","48.8667","42.5","39.3846","43.2667","48.1765","47.4286","50","50.6667","47.3846","45.8571","42.2308","45.7143","46.75","45.0769"
"84","30.625","41.5333","55","35.5","37.4375","38.2353","33","34","35.5","47.8125","45.5","42.4667","37.7857","55.375","51.4667","53.7778","49.1667","42.8333","45.6667","37.9091","47.5","47.4545","47.3846","59.2","59.4","42.5714","48.3077","38","33.0667","35.0526","37.6","37.6818","33.2222","53","49.5556","49.7857","37.8667","38.6316","44.3333","42.8","41.6","47.2","49.9333","44.6","40.6923","45.8667","46.6923","51.1538","53.7647","48.1667","50","46.3125","37.75","44.75","43","50","45.9","49.3333","44.9","42.4615","47.3333","52.8182","56.5","55.6429","48.9","46.4545","50.3333","40.9286","39.6154","35.2727","46.0833","52.5","52.2","54.5333","57.4286","54.9412","52","50.1333","52.3333","52.0833","51.4667","52","51","51.4286","54.2143","50.6429","47.1818","40.8182","37.4444","44.3077","50.6429","45.8667","47.6364","51.6364","47.4286","43.6","43.7895","44.4","45","43.9333"
"85","30.2778","35.9333","51.6429","43.3333","40.0833","38.1538","34.9167","38.9375","45.5","55.0769","52.6154","39.3","37","46.5","55.3333","57.0769","53.25","53.3529","53.0556","48.8462","53.5385","48.6471","46","58.7857","58.6667","49.8824","44","36.8667","33.8462","34.3333","35.3333","32","38.8571","57.2308","49.75","47.2143","39","32.0909","38.3846","40.0556","45.6667","48.4","49.9231","48.8667","41.4667","48.3846","47.1333","51.1429","52.1538","48.9444","51.9231","50.0833","40.0667","47.6923","40.1429","46.0667","50.5333","44.5385","41.6","40.2727","49.75","53.3333","55.5","53.25","51.4167","53.9231","48.8667","43.5385","39","36.0769","45.9091","50.9091","52.1111","54.9286","59","56.9231","56.7857","53.9167","53.5","52.8824","50.0769","49.6364","50.125","51.5","50.6154","52","48.0556","42","41.8333","47.0625","47.3077","49.25","50.3077","51.6923","47.1818","43.8","39.4286","43","43.6364","45.4"
"86","27.6818","39.4706","44.6471","46.0909","41.9286","37.4615","34.2","41.9231","49.25","55.125","59.5","42.9167","42.5333","45.2143","43.5","50.2","64.1875","58.9","56.75","56.6667","53.7333","47.875","49.1875","51.8462","46.375","49.5333","34.3529","34.9167","39.1333","38","40.7222","43.0556","50.2308","56.7778","41.5","41.6","37.0833","30.875","38","37.2727","40.875","50.8333","51.4","47.625","40.3333","45.6","48.1667","51.75","53.25","47.2","52.5714","52.2667","43.1667","51.9091","41.7692","43.7692","49.1818","43.7273","40.875","46.8667","50.8462","48.75","52.875","57.2308","51.7333","49.6667","46.75","42.4286","39.3333","40.4667","47.3846","57.5625","55.9286","53.4167","56.4667","53.4545","55.1538","51.2667","48.0769","50.8889","49.2308","47.7273","49.4444","50.3846","49.4545","51.0833","49","43.8667","44.2","44.5385","42.6471","55.7143","48.6364","53.1429","47.7333","46.3125","42.1538","45.0833","44.1818","45"
"87","27.6667","36.9333","47.3571","48.4444","38.8","38.85","37.9091","38.4167","47.2353","52.4615","58","48.75","39.8182","47.9286","43.2667","40.5","59.3333","60.0588","62.5625","56.2727","50.4444","47.1667","47.3846","49.1111","39.6364","51.625","32.6667","35.7857","41.4444","49.8","54.6364","48.8182","55.3333","56.6667","42.4706","40.9333","35.2105","33.9167","39","34.8","37.2","42.8","50","48.8333","44.25","41.9286","45.1333","45.1538","49.1538","45.75","52","50.75","40.3571","55.2143","40.6429","47.3077","53.2","46.3846","41.25","52.2727","52.1667","54.25","57.4167","53.1667","48.7778","49.3333","46.6429","41.6667","38.7","39.6364","51.0625","55.25","51.6923","54.3846","53.4545","57.1818","51.5385","49.2","46.5294","50.1538","48","48.6","53.2667","53.75","49.8462","50.8667","50.5","46","47.1538","44.8333","38","52.1333","48.2308","53.4667","48.5","43.6364","43.1429","44.7692","45.8125","45.25"
"88","36.6667","32.8667","46.5","49.125","43.1667","46.3846","44.2632","35.8824","43.5833","53.2727","63.1333","54.8667","46.9","45.3077","42.75","39.5333","45.9231","51.7692","56.3636","53.6875","46.0833","49.0667","46.7368","47","39.5294","46.2222","38.3571","36","42.2857","53.3333","47.7647","49.7778","57.5833","58.3529","40.6667","40.6471","35.125","32.5556","35.4286","35.3333","35.7368","42.9333","45.3077","49.4667","41.1176","39.1538","41.8","43.1333","46.3333","43.5294","47.1667","43.9167","39.8462","48.5833","36.5","43.7857","51.2727","49.3636","43.9333","57.6429","56.6667","57.2308","56.6667","53.7273","47.7273","47.6667","44.8462","41.1","40.5333","37.5294","44.8889","53.2778","51.1875","49.2727","53.4167","54","47.3","45.6667","44.8333","52","49.1667","51.9231","52.3","54","49.625","51.2667","51.6667","50.25","48.4545","42.2667","36.1111","44.5","52.2727","53.4167","48.9333","42.75","43.3846","46.8462","46.3636","42.7692"
"89","30","42","50","50.7333","47.8333","47.2778","45.8333","36.2308","41.1176","53.8696","56.3889","57.4","51.875","43.4706","44.3846","41.7273","39.7857","47.8333","54.8333","49.9167","49.7222","51.8","48.7857","44","38.5","39.5333","39.8571","42","43.6667","46.2","47.9167","44.9167","57.4118","51.7273","40.8667","40.6","37.8","33.5455","33.0625","35.25","34.2857","46.9412","51.625","56.7692","42.9286","41.1429","43.9333","47.2778","47.6471","40.75","41.3846","45.1667","40.7647","43.4667","38.3077","42","54.0833","52.3077","44.9333","51.4545","53.1429","55.4167","55.1667","55","48.3333","48.1667","44.75","46.0833","39","37.3333","44.4615","48.6364","51.1818","53.2667","53.8333","53.2727","46.8","45.4","45.3846","44.4444","47","50.4615","55.1333","57.2","51.75","50.8333","52.8","53.8182","48.6","39.8889","39.4444","41.5714","55.75","52.6364","49","45.6923","40.9231","48.8","47.5455","46.25"
"90","28.6667","43.1429","54.625","49.6471","50.6667","46.2857","44.5333","37.1053","41.8125","52.2727","57.5625","54.0769","48.9412","39.3333","39","44.1333","40.4167","47.7857","53.4","51.1111","52.6154","56.2308","53.8235","46","38.9444","35.5833","39.8462","46.7059","43.1667","47.7368","49.3889","54.0769","57.1538","52.7692","38.5556","36.7778","37.4615","40.1111","36.4167","35.4211","32.3077","45.2308","57.75","62.4286","45.8182","40.3077","46","47.1538","56.1667","49.5882","42","46.4","39.5385","43.3333","43.4118","42.8889","53.4667","51.5714","46.5833","48.7059","50.3333","48.6667","52.8667","52.6429","48.0769","49.3846","44.75","44.1818","39.1667","44.6429","44.7857","46.2667","51.7333","54.2308","54.0667","53.6667","46.2143","49.5714","46.5833","45.6154","43.8462","51.0667","56.2143","55.8571","49","43.1","54.6923","52.8","47","41.2308","40.0833","42.3636","57.7143","49.9167","51.2","45.4615","39.7692","47.5","48.6111","47.0833"
"91","25.3333","42.6","55.0833","54.1667","52.2857","48","44.4","33.9167","40.9231","52.125","53.7222","53.4211","49.4737","36.625","36.8462","39.3","41.6","47.1111","47.8","48.9231","53.6923","49.6154","52.7273","45.1333","34.8571","34.3077","42.5833","46.1429","40.6667","51.5833","51.6667","60.875","56.25","53.2667","39.8947","34.5","35.6667","38.4","42.75","34.3636","33.4615","41.9333","60.25","61.5625","47.4211","44.125","46.8333","53.5","59.4","51.6471","41.5455","44.2143","39.3636","45.2","41.5833","40.8571","45.0833","47.4286","45.8","53.4167","50.2","47.9333","54.8","51.4615","49.75","50","44.9333","42.75","38.8235","40.9091","42.8333","49.0667","50.9167","52.3571","54.4118","50.6154","44","47.0667","48.8235","45.8","44.6923","50.8333","55.0588","55","49.8235","47.5","56.3846","49.4","44.3333","39.2353","38","39.9167","57.6154","52","50","45.0667","39.6364","49.2941","47.0833","49.5714"
"92","26.6316","44.7222","53.2353","58.625","56.0667","48.2857","44.0667","33.9231","38.5625","54.3077","53.4286","51","47.7333","36.5625","33.9375","34.8824","37.0833","42.75","50.625","51.25","47.6316","44.2143","49.4","41.2857","35.1176","32.1667","42.0833","50.9286","44.3333","54.6667","55.2308","56.8824","54","52.625","45","35.875","35.5","37.7333","39.6923","35.875","35.9375","38.5714","51.7143","47","52.4545","47.7143","46","53.4545","54.4","48.75","41.2667","42.1333","40.6875","45.2143","41.5714","40.75","42.3846","43.3333","44.9167","53.5833","50.9231","49.3846","52.7333","52.7857","49.5294","44.5882","44","41.0833","37.6364","39.8333","45.6","48.9167","51.4667","51.0667","56.8","52.2353","45.8235","41.5","45.5","49.5714","46","51.2","50","50.5","48.3","49.0833","56.2","48.2","44.2727","35.8","39.4667","37.6154","52.5556","49.6667","49.8235","44.5","42.2667","49.3","50","46.7857"
"93","27","41.1875","57.6667","56.0714","55.5","51.25","43.6111","36.1667","40.6875","46.4737","50.2308","45.5789","44.1875","36","32.25","36","36.4","39.3846","47.4","47.2667","43.75","44.3333","43","38.8333","35.8667","31","38.5","43.1538","50.5556","52.5","51.375","49.3333","46.1333","52.8667","50.5333","40.25","37.7059","38.1667","35.125","44.4167","34.7273","36.6667","50.0526","49","57.4","44.75","38.8182","48.4118","53.3333","49.5333","41.4706","45.6154","39.8","43","44.6923","43.1429","39.125","39.7333","44.6429","51.6667","50.9167","46.9091","56","49.3636","45.2727","43.75","45.6471","39.4","38.7273","39.6667","48.3077","50.3571","48.0909","52.7273","54.1667","52.2857","46.75","44.7692","49.75","51.8462","44.0833","50.7143","54.6667","52.4667","52.5294","52.9333","49.5333","48.1818","42.7273","40.1429","37.5","33","44.2727","48.2308","46.5","46.8333","43.3333","49.0909","47.3333","45.3636"
"94","29.6818","41.8667","46.0833","57.4","54.7333","46.9","42.0769","38.5","41.8","38.7647","42.75","40.2","38.05","34.5","31.25","33.3333","35.8667","40","43.5","42","45.7647","39","41.0769","37.8667","34.25","29.6667","38.2143","40.5882","43.3077","43.2","45.0667","46","48.0588","49.6429","51.5455","42.6875","40","43.8421","38.3846","44.875","37.2","39.3333","53.1333","53.3125","57","45.2143","42.8889","45.3333","51.2","49.4667","43.1333","47.6","45","42.6923","42.1818","41.5833","38.9474","37.6","42.2667","50.1429","48.5882","51.2353","51.25","51.5","47.3077","47","45.3333","41.4","37.8824","42.0667","47.75","50.6923","51.1111","50.8667","51.25","49.2727","46.4167","50.1667","52.2857","50.75","43.5","52.6923","55.1818","49.75","55.8333","54.2143","49.9286","48.1765","42.4706","36.1111","40.25","30.6154","37.3846","46.5385","46.5333","46.2222","44.2","47.7692","45.7273","46.1429"
"95","33.3125","40.25","39.6","46.4667","50.8571","36.6","40.0714","40.5882","42.1176","38.0667","37.9412","37.9333","36.75","37.5","33.0833","35.8667","33.4167","36.0625","39.8667","44.625","42.1","40.1333","39.1429","38.7333","35.9444","30.6111","36.9231","34.9","37.7692","45.3333","44.6667","45.3333","48.1429","45.4","47.6316","43.6429","42.7368","39.1667","44","47","39.4","41.125","53.8235","46.8333","57.6429","46.4","45.4167","55.2222","55.3846","48.8667","42.7692","46.6364","44.1667","46","42.1333","41.8462","34.375","36.5333","38.5833","50","49.9","53.25","49.2857","50.0833","45.8","46.6429","51.0667","42.8571","38","42","49.9231","51.5455","49.4286","49.0769","51.6154","47.7143","45.6667","50.8","54.1333","48.7857","47.3077","47.5556","57.9091","50.9","60.6154","55.6","51.5833","44.7692","42.5","36.1667","44.3846","27.7857","32.6154","44.9286","46.8333","47.4444","44.6667","49.2","48","46.8"
"96","33.2","36.4118","39.4444","36.8462","38.3125","35.7333","45.6471","45.4","40","38.6471","37.3846","37.2632","37.8889","37.9286","35.625","33.8571","36.2","36.3333","40.3","42.7857","40.6667","43","39.25","37.75","37.7273","28.8","36.0714","32.3846","38.1333","42.4118","45","45.65","44.7333","45.5556","43.8235","43.0556","39.6923","37.7857","44.2667","47.1176","43.3846","45.5","54.3636","47.3333","46.9333","41.1765","43.1667","53.6364","52.5455","43.7333","46.5714","51.375","42.8333","45.3333","43.6923","39.1667","34.5833","35.3636","38.1538","51.4","50.1333","49.1","50.9091","53.9333","49","52.1333","56.6","43.9","40.25","41","52.5","53","49.7143","49","46.8","42.3333","41","47.4545","49.9231","44.6667","47.4545","49.3077","58.4286","52.2667","60.1429","54.0833","52.6","45.4167","46.9091","42.0667","41.9333","26.3333","30.9091","41.3846","47.3333","47.5","41.7333","50.6429","48.2","46.3333"
"97","35","36.2667","40.0667","35.7368","35.9286","40.2667","39.0769","42.6667","40.9333","39.0833","43.5333","41","37.1176","36.4762","37.8","34.2143","36.3333","38","41.8667","41.7692","40.3529","43.7778","42.3889","38.7895","39.6667","27.25","31.1","31.0625","37.0667","39.3889","43.2778","45.5333","43.2941","43.7333","44.6429","44.2353","42.0625","37.7333","40.4667","44.75","51.25","55.4167","53.2667","48.6","49.4","43.3333","45.8824","53.1333","47.4211","40.8","45.5333","50.3636","42.7059","46.7647","46.8235","40.0667","36.8","35.4","40.2727","49.5","48.6429","44.3529","52.9286","50.25","49.5714","51.1429","52.5333","46.4","44.1333","44.9333","49.7273","52.7778","52.4667","47.2727","46.3846","37.3","40.7143","50.4667","49.7647","43.2","47.7059","50.9333","60.4615","51.9286","56.6667","55","49.5833","45.4167","44.5333","42.3846","43.6429","26.0833","29","38.75","44.7647","46.4","42.0833","46.9333","48.25","47.5556"
"98","36.6471","37.5333","37.3889","32.1333","34.0667","44.4706","38.45","38.9444","40.2","42.5789","46.1111","39.4375","38.6667","38.3529","36.2632","34.8889","33","35.1667","39.7778","40.8","41.4667","40.8667","40.5","40.5714","40.6316","24.75","30.8333","30.0833","35.4","39.8667","43.6429","44.5294","46.9412","42.5294","46.125","41.9333","37.6667","37.8125","37.5714","40.8235","47.2","52.1053","45.4667","45.6","47.0769","49.5882","41.1429","46.5333","44.0714","38.9333","43.0556","47.3889","43.2308","40.8182","41.9333","39.2143","38","36.6667","43.4615","48.7222","52.1333","45.5714","51.2353","52.5","48.4615","48.0769","53.0833","52.7143","45.7143","44","54.3333","55.2222","53.6667","50.7778","47.6875","41.2667","41.1538","49.2778","50.3333","43.5","39.9","49.5455","57.2857","54.9167","55.2143","53.6667","50.6","43.3333","46","39.7143","44.6667","26.4706","30.3333","37.8","45.625","47.7333","42.1333","47.6667","45","46.6667"
"99","33.3158","35.5238","38.7857","30.125","33.3333","35.7857","41.9","38.25","41.1538","44","40.4667","36.8667","38","35.25","36.3077","34.6471","32","39.2353","41.6429","40.6","36.6667","41.4","38.5882","38.0588","37.8235","25.8235","29.7333","27.9167","33.6471","38.5","40.5","44.0625","40.875","42.1333","41","33.8667","29.3158","32.5","37.7222","40.8","44.5294","44.8235","43.4","41.4615","40.5333","44.4","38.9333","45.6667","45.8","41.0588","44.4737","44.3158","41.2353","38.0588","37","39.4118","37.3529","37.9474","44.8421","45.5556","50.8571","47.4615","49.3846","52.1765","45","49.75","49.6","52.5333","41.5","45.8333","54.0833","53.75","51.8235","50.6","47.9167","43.1429","43.5714","48.5333","50","44.2667","38.4667","49.4667","55.7647","49.0588","52.0769","53.1429","48.7857","43.7143","52.0714","40.5294","47.8333","24.7143","31.0769","36.4545","45.3571","47.6667","43.5833","44.9167","45.5882","46.8824"
"100","34","35.1818","37.0714","29.5333","32.1765","34.0588","38","44.7222","38.6842","41.2632","37.5","36.3158","37.6471","36.8889","33.5789","33.5","29.0667","36.6111","36.8947","36.7222","34.5556","35.1667","37.6471","35.2222","37.1429","22.2222","27","25.7222","29.7857","34.8571","36.6111","36.8","36.5333","41","37.1667","33.875","37.5","32.4","35.8667","36.3889","39.4444","36.6667","36.75","37.0769","38.6667","39.8333","35.7368","42.4737","44.3684","40.2632","37.4286","38.0714","37","35.6111","36.1667","38.5","35.5","38.3571","39","36.4444","50.8571","47.1333","49.25","44.7857","41.7778","45.6111","44.5333","43.5333","42.4444","49.1667","53.1111","47.8333","48.2857","47.8","49.7222","47.5","43.9444","45.4667","46.4286","38.6","35.5333","43.8889","47.2143","44","46","45.8571","48.6429","52.0714","44.9286","39.4286","42.1667","22.8571","37","33.8462","44","44.8333","42","46.8889","40.9286","46.3571"
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","25.7","28.5","27.6667","30.9333","35.375","37","40.5","43","40.4286","39.5455","45.5","46","NaN","NaN","38","42.6667","NaN","NaN","49.5","43.5","45.3333","51","51.3333","52.4","45","47.3333","65.6667","71","63","NaN","45","43","NaN","46","NaN","NaN","NaN","NaN","NaN","30","35.6667","38.4","35.3333","35","33.2857","28","NaN","NaN","39.4","44.5","41","39","36.1667","37","39","NaN","NaN","NaN","NaN","40","43","38.4","34","42","41.2222","42.2727","41.8462","41.625","40.1667","42","42.75","40.5","42","46","NaN","51","54","NaN","55","55","46.5","NaN","NaN","NaN","47","47.5","NaN","NaN","NaN","NaN","NaN","NaN","51.25","NaN","50.6667","45.5","44","NaN","46","51"
"103","25.2857","30.4286","30.9","31.3333","NaN","40","38","39.6667","48","43","42","42","40.4286","36.6667","43.5","48.25","50.2","NaN","47.5","40.2381","47.625","49.5455","57.8333","54.5","45.875","57","NaN","63","52","41.6667","38","44","49.4","44.2857","37.6875","36.4","36.5","35.25","37.75","36.5833","34.8","36","34.8","36.5","35","33.125","32.25","34.6667","NaN","39","40.5","39.5","33","38","34","37","35","NaN","NaN","37.1111","40.1333","40.25","39.75","42.3333","39","NaN","NaN","38","NaN","42","NaN","43","42","42","47.5","46.4286","48.8571","50.5","49.4286","NaN","51.6667","NaN","46","47","45.5","47","NaN","54","53","52.4","55","52.9","48","NaN","51.25","48.5714","50","51","50.8333","50.2857"
