Lag_-20,Lag_-19,Lag_-18,Lag_-17,Lag_-16,Lag_-15,Lag_-14,Lag_-13,Lag_-12,Lag_-11,Lag_-10,Lag_-9,Lag_-8,Lag_-7,Lag_-6,Lag_-5,Lag_-4,Lag_-3,Lag_-2,Lag_-1,Lag_0,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Lag_13,Lag_14,Lag_15,Lag_16,Lag_17,Lag_18,Lag_19,Lag_20
0,-0.0264854803290749,-0.0233057166498375,0.0211883096587617,-0.0466248274630197,-0.0580008102306334,-0.163349130145341,-0.195049802108789,-0.155653570750088,-0.180132189522837,-0.105215041086081,-0.14290117168272,-0.181849201729118,-0.0660885958223534,0.0358072980470363,0.0606245441333569,0.088308334385134,0.254055201480157,0.117623577315459,-0.00135494372123775,0.621943135353618,0.147243134915497,0.323307637368219,0.347879556656108,0.241390193412503,0.164988704056874,0.0449822865724347,0.100920472657054,-0.0627544871426162,-0.0344667921153082,-0.066056047411184,0.00755475955146768,-0.209199195869064,-0.187429874148474,-0.0609805091903919,-0.0526250896121342,-0.196922474110304,-0.0120016751367631,-0.129482449497277,-0.219888070089034,0
0,-0.0587198502288651,-0.0327224191576988,-0.0122886255821808,-0.0601490790829614,-0.0470648761506786,-0.117796824582618,-0.19663280211505,-0.217529338953768,-0.178418942403112,-0.126915454214147,-0.112174364953069,-0.121684744774762,-0.0472444370820129,-0.0427011474906279,0.089863238542601,0.165302349212241,0.295707953167065,0.220229437787518,0.0960706317512104,0.470693071561595,0.13693973269172,0.319608724983852,0.349444643252969,0.281315641838298,0.118794825428998,0.0429886733768218,0.0540274385558911,-0.110851365972586,-0.046874192627828,-0.048390523762864,-0.022096516014769,-0.207325329512489,-0.185744755841107,-0.116546599700307,-0.0616243013113911,-0.151451417584574,-0.00082564970875656,-0.113469423374507,-0.203743379968049,0
0,-0.0719185394877381,-0.0492417375648123,-0.0378736090020551,-0.0545057007962996,-0.0723820881066626,-0.123919796186196,-0.143050861262317,-0.168612858317681,-0.144090254064118,-0.121670397940552,-0.102710845613095,-0.107055639006092,0.00384657728967631,-0.00644167285331336,0.177691762935295,0.173292810598941,0.233440503073169,0.212696143489833,0.107694349116446,0.466891022766652,0.0816723700715447,0.234516754143238,0.145612479675824,0.26228889594731,0.21146364215308,0.0278676404566728,0.0116733172093574,-0.136654397573303,-0.0514472546426507,-0.0504409729777349,-0.0447588517023323,-0.177538419957745,-0.156981955535748,-0.142834065101371,-0.0386217291203141,-0.0783849671997455,0.00557511819772637,-0.0947465133685437,-0.180340259744344,0
0,-0.0690215206837108,-0.0738238642792597,-0.0446219802405666,-0.0678236892572319,-0.0663342898912451,-0.127046846422402,-0.159647302002262,-0.151281630877568,-0.112601069629769,-0.0896246930525657,-0.0605486164354217,-0.1123734861347,-0.0336237664595016,0.00993008590666331,0.217749945249318,0.23013224416948,0.218043424971471,0.199615930223517,0.0795840856187621,0.446875751661739,0.16685715144532,0.171628977283179,0.116585861706911,0.0985957872520418,0.153085000944476,0.156672861660202,-0.0112802778594575,-0.0627915617677569,-0.0896395478923903,-0.0924613109511953,-0.0594037644146739,-0.163920788876168,-0.154252050051658,-0.146640798001785,-0.0248541167844787,-0.0453350295166279,0.0157848464849979,-0.0823222088693721,-0.179867744226311,0
0,-0.0178854902386932,-0.0658531844006565,0.00401866715616354,-0.0312892258952154,0.00631410045437319,-0.0337542893895233,-0.0761325389733425,-0.126014447712923,-0.11958095246568,-0.0695164005411761,-0.00291272084175731,0.00199338479400295,-0.0249075361195652,0.0217014399738396,0.0821874260184682,0.154566751014438,0.210530309432069,0.228774019119929,0.0181842104384504,0.23059110962672,-0.0401491038550937,-0.01253568302756,0.00616776783750109,-0.0398311638949483,0.0102906986955647,0.00923749655028429,0.0529246503509905,-0.0248598512208852,-0.0249891659938978,-0.11820302353792,-0.0116327452526605,-0.0730268185059113,-0.0542888338273917,-0.0085514362765283,0.0776862899026283,0.011179915604661,0.0623897096518621,-0.0374290754869263,-0.175394259163692,0
0,-0.0181022700624763,-0.0473643011730026,0.0158376748191507,-0.0147087241998212,0.00436633555886646,-0.00677954761835141,0.0194506256034461,0.000502332367567791,-0.0219793376449108,-0.0671030801482877,-0.021101329247886,0.0681242698343364,0.165395348544197,0.115260517455548,0.0154984204796838,-0.00975423892720391,0.0966965906236562,0.243194993457832,0.21500911123874,0.216127774864762,-0.177600413655989,-0.387725776402678,-0.338941881221936,-0.127494331595767,-0.0130115670314976,0.0290301035388151,-0.0461606645233407,-0.100287312440559,-0.0961056873592473,-0.07150784604687,-0.184259760567079,-0.105982436250827,-0.0699551434107813,0.194892410984544,0.224048091890612,0.269871522410575,0.159801140929751,0.0346387246738814,-0.161820339747452,0
0,-0.0359886108265809,-0.0526580438635721,0.00578123176637425,-0.029650706046052,-0.0245577775642505,-0.0223236195063608,0.0218326469761459,0.0345607931198319,-0.012584888386677,-0.0504124364761404,-0.0342076419778991,0.0473755748273927,0.221772401446937,0.138773002073969,0.0818393840637358,0.0325493257888454,0.129741885756184,0.324918010051221,0.153703373932371,0.111781397878669,-0.242307262307402,-0.427682504286628,-0.238463173181704,0.00799434805009731,0.070477490277959,0.115731491730214,-0.0783777901317043,-0.167625609256656,-0.299698256163459,-0.281474965627694,-0.334518069518468,-0.210968109001742,-0.0224908433342879,0.232324747741462,0.422737444211102,0.243513163565675,0.213868821959611,0.0697823744437238,-0.115068602204242,0
0,-0.0321470725899382,0.00366398041630088,0.0764696632647332,-0.0498628565628547,-0.192603203302929,-0.215866567193532,-0.0264703024415805,0.134910148116157,0.186667668137338,0.0532352807096791,-0.147135354840364,0.0476711427603493,0.332200720487644,0.216962709923959,0.085714929043421,-0.0895636676383306,0.0370772901189918,0.371592799937918,0.392461536839155,0.194781834579222,-0.413988632950793,-0.581123796926202,-0.439883664521542,-0.0779519932739929,-0.113298321872627,-0.163059141562489,-0.129954490208457,0.00625552235532055,0.0541137762447437,0.179990536952519,-0.166496996236407,-0.0692009350406234,-0.0172749963216331,0.173260302800978,0.243807696125513,0.177702175798884,0.0246187444578189,-0.0536344608383444,-0.0136420047480046,0
0,-0.0491259047341244,-0.0445339240569698,-0.0170949194153902,-0.0516233619440972,-0.0424869866591276,-0.0527416461735138,-0.0295258380082438,0.0710613401377981,0.0640396814431231,0.167024411014012,0.102623602666015,0.0996453656833771,0.225243570269282,0.133918629410541,0.205821975563024,0.162315366232676,-0.220628570361895,-0.231352516100601,-0.347393348491397,-0.0612225917723273,-0.0514753798953313,0.0103984584238261,-0.236266859002674,-0.353935378190325,-0.132865792208139,0.0297438201586578,0.00610815529390269,0.163440235869565,0.175117784992543,0.294570872172226,0.140634941414514,0.0817870283187883,0.091964052057647,-0.365058447468528,-0.0464075618256606,0.00965062866772853,0.148134214768052,-0.0435965709167768,-0.00590853733217686,0
0,-0.092985899731533,-0.0634154233624947,-0.0378257175965473,-0.111485479606136,-0.0861235536754624,0.0170008479075109,0.0541279302498558,0.0892053522125803,0.0568703034226128,0.234525042262976,0.0471069148157546,0.200411570116229,0.323125401907572,0.188123140528465,0.104089595695968,-0.00135241785381665,-0.218335883852445,-0.395615683044427,-0.273420560636408,0.0596683855075692,-0.155850952153016,-0.0700056973740394,-0.210723232838903,-0.156914606230986,-0.219579821218585,0.142729156740808,0.11633920872719,0.222393038092517,0.212904712663896,0.262040165596172,-0.0640617928580085,-0.0764450444232788,0.0569976634854051,-0.24808082349114,-0.0605892897556554,0.0403695081741941,0.194254922240622,-0.06122136498286,-0.0182496156621571,0
