"val(:,:,1) =",,,,,,,,,
32.4000,50.5000,54.2500,38.0000,35.0000,NaN,NaN,NaN,NaN,NaN
29.4000,37.6471,40.6000,38.7037,40.5714,36.7600,34.1053,39.1250,44.0000,NaN
29.8125,32.7333,35.2222,39.0000,42.7273,39.0000,NaN,NaN,NaN,NaN
28.9167,32.4000,34.5000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.7692,34.2000,35.3077,37.1250,40.0000,NaN,NaN,NaN,NaN,NaN
30.1765,31.4000,37.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.4000,32.2353,34.6429,39.5455,37.5000,NaN,NaN,NaN,NaN,NaN
29.3125,31.3750,34.7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.2857,30.0000,33.2500,37.0000,43.2000,NaN,NaN,NaN,NaN,NaN
30.0909,31.9231,35.6667,45.2609,44.6071,38.1600,35.5000,37.5000,NaN,NaN
32.5833,37.6316,41.1500,49.0000,42.1500,36.0000,36.5455,40.2500,45.0870,47.4615
30.8889,37.6667,41.6667,45.2500,38.7500,39.9167,38.2500,41.2500,45.5833,50.0833
26.7500,37.4375,41.2500,43.1250,36.5000,39.6875,40.0000,41.8333,46.2500,47.4167
30.1667,40.0833,47.9167,42.0000,34.7143,41.7500,48.3333,41.5000,44.0000,NaN
31.7000,41.9286,45.7000,40.7000,37.8571,41.5000,46.3333,40.0000,45.3333,NaN
22.7778,38.8000,45.5263,43.1304,42.5926,42.4688,45.1667,48.4615,54.5122,59.9091
23.6250,43.1667,49.4000,45.9091,44.7000,49.7447,53.0179,56.9032,63.0857,70.8571
35.5000,47.8333,49.0769,47.5833,46.5385,49.0769,45.5833,53.0000,60.0833,70.4615
35.5000,50.6667,44.1429,42.2667,42.0000,46.5000,50.2667,56.4286,60.3333,68.1875
32.0769,52.2857,43.2143,37.0833,38.3846,45.8462,51.6667,52.4615,56.0833,63.5455
34.0000,56.0667,53.4000,45.5500,37.4286,41.2857,49.9583,49.6000,55.3077,58.0000
35.2500,55.5000,51.9048,45.9130,36.3846,39.2963,44.4062,50.1290,49.6000,48.9500
33.0000,54.7333,45.8000,38.4286,36.9091,36.8182,39.4815,42.5312,43.2222,40.8824
33.5556,50.8571,48.3889,38.0000,36.2500,46.6429,37.8235,37.7500,40.2812,37.9231
29.3333,38.3125,50.5385,42.8000,39.4286,41.6667,32.6667,36.3333,NaN,NaN
30.3750,35.9286,41.7692,40.1765,41.5556,38.0000,35.6190,38.0667,NaN,NaN
30.8462,34.0667,41.5714,46.8750,40.8750,39.5714,41.0000,49.0000,NaN,NaN
29.4167,33.3333,41.4375,45.2353,41.7778,38.8947,42.0000,NaN,NaN,NaN
28.4000,32.1765,38.7200,42.1875,40.5000,38.9310,NaN,NaN,NaN,NaN
"val(:,:,6) =",,,,,,,,,
31.3333,33.7000,37.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.2000,32.5000,40.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0500,34.6923,36.4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.7778,35.0769,35.0625,34.2857,NaN,NaN,NaN,NaN,NaN,NaN
30.1000,35.7647,34.4000,36.8182,39.6667,NaN,NaN,NaN,NaN,NaN
37.8750,45.6923,36.5000,42.2000,36.0000,NaN,NaN,NaN,NaN,NaN
36.7000,43.5294,37.1000,38.7500,37.9677,42.7778,NaN,NaN,NaN,NaN
36.2727,37.3750,34.8235,37.7222,45.9444,44.0667,42.4167,NaN,NaN,NaN
31.1765,40.2727,36.5000,34.0000,NaN,NaN,NaN,NaN,NaN,NaN
30.4167,35.5000,36.4286,37.7727,42.6957,43.3000,46.1364,50.0714,NaN,NaN
28.5833,36.0000,36.8000,35.9524,43.7273,42.7727,45.8889,50.3125,55.4400,57.6667
30.0000,37.7222,35.3182,37.3846,42.9062,44.5882,46.9512,49.0698,50.9362,59.0185
31.2308,36.2857,35.5000,35.2143,36.7857,41.9231,43.2500,46.9167,50.8182,59.7500
33.7000,35.6875,36.5714,34.9200,36.3793,39.4375,43.6286,45.8919,50.9722,58.8684
32.2222,42.3846,41.0000,35.2500,33.5000,NaN,NaN,NaN,NaN,NaN
34.7273,48.0769,46.3636,38.0000,38.0000,33.0000,34.0000,43.0000,NaN,NaN
30.3077,38.0000,51.4375,38.4444,40.8000,37.2273,39.9167,44.2857,49.7727,56.2857
28.4615,37.6429,46.2857,38.4286,35.5714,37.7692,38.9167,43.4167,48.7273,52.4167
31.4000,38.5000,42.2941,38.1053,34.2778,35.9412,41.3158,41.6842,45.5789,50.8667
33.9333,46.7500,47.4444,41.5000,33.3333,33.5000,43.5000,NaN,NaN,NaN
37.9091,53.2353,57.3684,40.8636,35.0909,35.1500,37.9412,42.3571,45.7500,46.0000
34.2143,44.1000,57.7500,46.0000,33.0000,31.0000,NaN,NaN,NaN,NaN
32.9412,46.6250,50.4615,45.0000,40.0000,30.3333,35.0000,46.0000,NaN,NaN
23.0000,36.7273,39.0000,46.0000,39.3333,NaN,NaN,NaN,NaN,NaN
26.0909,34.9444,39.8889,43.3333,40.4500,36.4667,35.0000,34.0000,NaN,NaN
26.7333,33.2500,40.4444,43.0000,44.6667,NaN,NaN,NaN,NaN,NaN
28.9474,35.6923,38.7500,41.3333,NaN,NaN,NaN,NaN,NaN,NaN
33.1250,38.7857,37.4000,39.0000,NaN,NaN,NaN,NaN,NaN,NaN
32.2222,48.0667,42.3158,49.8000,47.7895,37.9333,35.7273,38.6667,NaN,NaN
31.1667,40.6250,48.6000,51.1304,42.5926,38.7931,38.0303,41.2500,45.0938,49.3913
30.5556,38.5385,49.3636,48.5455,41.7000,39.2857,37.2500,40.0000,NaN,47.5000
31.8095,37.5833,47.8000,48.0000,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,38.2353,46.6000,45.3500,39.4500,40.8750,42.2500,43.4000,44.6667,45.6000
28.1667,38.1538,44.5556,41.8333,37.6667,39.5000,47.0000,40.0000,NaN,NaN
28.0909,37.4615,47.9091,42.5556,40.7143,40.3333,43.5000,42.0000,NaN,NaN
22.0909,38.8500,48.1379,46.7179,45.5106,46.2632,47.5000,52.3662,56.9494,63.5542
32.2667,46.3846,52.2222,48.3750,44.0000,47.2500,52.0000,59.0000,63.3333,72.0000
41.8750,47.2778,50.4231,47.2069,49.9143,49.8718,51.6444,57.5600,65.4259,71.7931
35.3077,46.2857,41.7857,40.7500,43.4615,50.6923,52.2500,60.7692,62.0000,68.4615
30.4444,48.0000,47.7368,42.4643,39.6667,42.7714,48.2955,52.4792,55.1250,58.1754
30.7857,48.2857,50.1000,46.9000,36.4286,38.7500,40.6667,47.0000,49.5000,NaN
32.7500,51.2500,48.1765,41.0500,35.0000,35.5909,40.1111,43.6429,48.3704,45.7273
29.2857,46.9000,43.7500,38.8519,37.0000,41.8889,39.0303,37.3125,38.1613,35.6667
29.7500,36.6000,42.0000,35.0000,NaN,NaN,NaN,NaN,NaN,NaN
29.3846,35.7333,41.6250,38.6000,39.8333,43.1176,34.3889,35.7895,39.5385,NaN
30.5385,40.2667,45.4615,41.7143,38.6471,35.1333,37.1667,36.5882,NaN,NaN
30.2000,44.4706,48.0000,49.0769,41.6071,41.6897,43.5000,47.5000,NaN,NaN
29.2222,35.7857,48.0000,45.0000,43.2857,42.5000,NaN,NaN,NaN,NaN
